channel_name,category,Sub-category,Agent Shift,Tenure Bucket
Inbound,Returns,Fraudulent User,Morning,31-60
Inbound,Feedback,UnProfessional Behaviour,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Morning,0-30
Outcall,Cancellation,Not Needed,Evening,On Job Training
Inbound,Order Related,Delayed,Afternoon,>90
Inbound,Returns,Return request,Morning,>90
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Order Related,Delayed,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Feedback,UnProfessional Behaviour,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Email,Refund Related,Refund Related Issues,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Afternoon,>90
Inbound,Order Related,Invoice request,Night,31-60
Inbound,Payments related,Online Payment Issues,Evening,On Job Training
Inbound,Product Queries,Warranty related,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Fraudulent User,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Shopzilla Related,Account updation,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Outcall,Product Queries,Product Specific Information,Morning,>90
Inbound,Payments related,Online Payment Issues,Evening,On Job Training
Inbound,Returns,Fraudulent User,Afternoon,61-90
Inbound,Order Related,Delayed,Morning,>90
Inbound,Cancellation,Not Needed,Evening,On Job Training
Outcall,Returns,Return request,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Refund Related,Refund Related Issues,Evening,>90
Outcall,Returns,Fraudulent User,Evening,On Job Training
Email,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Cancellation,Not Needed,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Offers & Cashback,Other Cashback,Evening,0-30
Inbound,Returns,Service Centres Related,Morning,31-60
Inbound,Order Related,Priority delivery,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Outcall,Order Related,Installation/demo,Evening,>90
Outcall,Order Related,Seller Cancelled Order,Evening,On Job Training
Inbound,Shopzilla Related,Account updation,Morning,>90
Inbound,Order Related,Invoice request,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Wrong,Morning,>90
Inbound,Shopzilla Related,General Enquiry,Afternoon,31-60
Inbound,Order Related,Order status enquiry,Afternoon,>90
Inbound,Returns,Return request,Morning,>90
Inbound,Returns,Wrong,Morning,31-60
Inbound,Order Related,Installation/demo,Morning,On Job Training
Inbound,Order Related,Delayed,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Order Related,Order status enquiry,Afternoon,>90
Inbound,Returns,Return request,Morning,>90
Inbound,Returns,Missing,Evening,>90
Inbound,Order Related,General Enquiry,Split,>90
Email,Feedback,UnProfessional Behaviour,Evening,31-60
Inbound,Returns,Service Centres Related,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,>90
Inbound,Returns,Return request,Split,>90
Inbound,Feedback,UnProfessional Behaviour,Morning,>90
Inbound,Returns,Fraudulent User,Evening,On Job Training
Inbound,Order Related,Delayed,Morning,31-60
Inbound,Product Queries,Product Specific Information,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Order Related,Order status enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order status enquiry,Afternoon,0-30
Inbound,Returns,Return request,Evening,>90
Inbound,Order Related,Delayed,Evening,On Job Training
Inbound,Product Queries,Product Specific Information,Evening,On Job Training
Outcall,Feedback,UnProfessional Behaviour,Morning,>90
Outcall,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Payments related,Online Payment Issues,Evening,>90
Outcall,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Return request,Morning,31-60
Outcall,Order Related,Invoice request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Outcall,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Refund Related,Refund Enquiry,Afternoon,61-90
Inbound,Order Related,Order status enquiry,Evening,>90
Inbound,Returns,Service Centres Related,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Outcall,Order Related,Customer Requested Modifications,Morning,On Job Training
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Returns,Technician Visit,Morning,On Job Training
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Returns,Service Centres Related,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Email,Order Related,Delayed,Morning,0-30
Email,Refund Related,Refund Enquiry,Morning,>90
Inbound,Order Related,Delayed,Afternoon,>90
Inbound,Returns,Return request,Morning,On Job Training
Inbound,Returns,Return request,Evening,31-60
Inbound,Feedback,UnProfessional Behaviour,Split,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Exchange / Replacement,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Evening,61-90
Outcall,Returns,Fraudulent User,Evening,0-30
Inbound,Feedback,UnProfessional Behaviour,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Morning,On Job Training
Inbound,Returns,Exchange / Replacement,Evening,61-90
Inbound,Order Related,Installation/demo,Evening,61-90
Inbound,Refund Related,Refund Related Issues,Evening,31-60
Inbound,Refund Related,Refund Enquiry,Evening,0-30
Inbound,Feedback,UnProfessional Behaviour,Evening,0-30
Outcall,Payments related,Online Payment Issues,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Order Related,Order status enquiry,Night,61-90
Inbound,Refund Related,Refund Enquiry,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Outcall,Order Related,Invoice request,Morning,>90
Outcall,Product Queries,Product Specific Information,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Product Queries,Product Specific Information,Evening,31-60
Outcall,Order Related,Order status enquiry,Morning,>90
Inbound,Returns,Return request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Service Centres Related,Morning,31-60
Outcall,Feedback,UnProfessional Behaviour,Morning,0-30
Inbound,Order Related,Order status enquiry,Morning,0-30
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Refund Related,Refund Enquiry,Evening,>90
Outcall,Returns,Return request,Morning,>90
Inbound,Order Related,Installation/demo,Morning,On Job Training
Outcall,Shopzilla Related,Shopzila Premium Related,Evening,On Job Training
Inbound,Order Related,Seller Cancelled Order,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,31-60
Inbound,Order Related,Invoice request,Morning,0-30
Inbound,Order Related,Installation/demo,Evening,0-30
Outcall,Refund Related,Refund Related Issues,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Returns,Service Centres Related,Evening,31-60
Inbound,Product Queries,Product Specific Information,Evening,61-90
Inbound,Order Related,Delayed,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Product Queries,Product Specific Information,Afternoon,>90
Inbound,Order Related,Order status enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Missing,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Payments related,Online Payment Issues,Morning,>90
Outcall,Returns,Wrong,Evening,61-90
Inbound,Order Related,Order status enquiry,Morning,0-30
Outcall,Order Related,Delayed,Split,31-60
Outcall,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Delayed,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Returns,Service Centres Related,Morning,>90
Outcall,Refund Related,Refund Enquiry,Morning,On Job Training
Inbound,Refund Related,Refund Enquiry,Morning,On Job Training
Outcall,Refund Related,Refund Enquiry,Morning,31-60
Inbound,Returns,Exchange / Replacement,Morning,>90
Inbound,Shopzilla Related,General Enquiry,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Evening,31-60
Outcall,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Order Related,Installation/demo,Evening,61-90
Outcall,Order Related,Priority delivery,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Damaged,Morning,>90
Outcall,Product Queries,Product Specific Information,Evening,31-60
Inbound,Order Related,Delayed,Split,61-90
Inbound,Order Related,Installation/demo,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Outcall,Refund Related,Refund Related Issues,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Returns,Return request,Evening,61-90
Outcall,Order Related,Installation/demo,Evening,>90
Inbound,Order Related,Delayed,Morning,0-30
Inbound,Order Related,Order status enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Product Queries,Product Specific Information,Morning,>90
Inbound,Order Related,Installation/demo,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,61-90
Outcall,Order Related,Invoice request,Morning,31-60
Inbound,Order Related,Installation/demo,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Outcall,Order Related,Order status enquiry,Evening,On Job Training
Inbound,Payments related,PayLater related,Morning,0-30
Outcall,Payments related,Payment related Queries,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Returns,Missing,Evening,On Job Training
Outcall,Returns,Return request,Evening,On Job Training
Inbound,Feedback,UnProfessional Behaviour,Morning,0-30
Inbound,Order Related,Order Verification,Evening,On Job Training
Inbound,Order Related,Order status enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Order Related,Installation/demo,Afternoon,>90
Outcall,Returns,Return request,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Order Related,Delayed,Morning,>90
Inbound,Returns,Wrong,Morning,>90
Inbound,Cancellation,Not Needed,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Outcall,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Order Related,Delayed,Morning,>90
Outcall,Refund Related,Refund Enquiry,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Returns,Return request,Evening,61-90
Inbound,Returns,Return request,Evening,61-90
Inbound,Refund Related,Refund Enquiry,Evening,>90
Inbound,Order Related,Delayed,Evening,61-90
Inbound,Returns,Return request,Evening,On Job Training
Inbound,Order Related,Installation/demo,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Payments related,Wallet related,Evening,61-90
Inbound,Returns,Fraudulent User,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order Verification,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Returns,Return request,Evening,31-60
Inbound,Product Queries,Product Specific Information,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
Outcall,Returns,Service Centres Related,Morning,>90
Inbound,Refund Related,Refund Enquiry,Morning,>90
Inbound,Returns,Wrong,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Payments related,Online Payment Issues,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Refund Related,Refund Related Issues,Evening,>90
Inbound,Refund Related,Refund Related Issues,Evening,61-90
Inbound,Returns,Exchange / Replacement,Morning,>90
Inbound,Returns,Wrong,Morning,On Job Training
Inbound,Returns,Technician Visit,Morning,0-30
Inbound,Cancellation,Not Needed,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Inbound,Returns,Damaged,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Split,>90
Outcall,Returns,Return request,Evening,31-60
Outcall,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Order Related,Delayed,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Evening,On Job Training
Inbound,Returns,Missing,Evening,>90
Inbound,Payments related,Online Payment Issues,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Afternoon,>90
Inbound,Order Related,Delayed,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,31-60
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Return request,Morning,0-30
Inbound,Returns,Wrong,Morning,31-60
Inbound,Returns,Reverse Pickup Enquiry,Night,31-60
Inbound,Order Related,Delayed,Afternoon,31-60
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Returns,Service Centres Related,Morning,0-30
Inbound,Returns,Fraudulent User,Evening,On Job Training
Inbound,Offers & Cashback,Affiliate Offers,Morning,0-30
Inbound,Feedback,UnProfessional Behaviour,Morning,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Evening,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Morning,>90
Inbound,Cancellation,Not Needed,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,>90
Inbound,Order Related,Delayed,Evening,On Job Training
Inbound,Product Queries,Product Specific Information,Split,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Outcall,Order Related,Installation/demo,Evening,61-90
Inbound,Returns,Reverse Pickup Enquiry,Evening,On Job Training
Outcall,Cancellation,Not Needed,Morning,>90
Inbound,Feedback,UnProfessional Behaviour,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Fraudulent User,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Reverse Pickup Enquiry,Morning,0-30
Inbound,Returns,Return request,Morning,>90
Inbound,Returns,Reverse Pickup Enquiry,Morning,On Job Training
Email,Order Related,Delayed,Evening,>90
Inbound,Order Related,Customer Requested Modifications,Evening,0-30
Outcall,Order Related,Customer Requested Modifications,Morning,On Job Training
Inbound,Product Queries,Product Specific Information,Morning,On Job Training
Inbound,Order Related,Installation/demo,Morning,On Job Training
Inbound,Order Related,Order status enquiry,Morning,On Job Training
Inbound,Order Related,Priority delivery,Morning,>90
Outcall,Returns,Reverse Pickup Enquiry,Evening,0-30
Outcall,Refund Related,Refund Enquiry,Evening,On Job Training
Inbound,Returns,Reverse Pickup Enquiry,Morning,>90
Inbound,Returns,Fraudulent User,Morning,31-60
Inbound,Order Related,Delayed,Evening,On Job Training
Email,Returns,Reverse Pickup Enquiry,Evening,>90
Inbound,Order Related,Delayed,Split,>90
Outcall,Returns,Return request,Evening,On Job Training
Inbound,Returns,Fraudulent User,Evening,>90
Inbound,Returns,Reverse Pickup Enquiry,Evening,>90
